name,category_paper,score_paper,name_v_paper,category_my,score_my,name_v_my
NC_047994,Phage,0.9197998046875,NC_047994.1,Phage,0.918405890464783,NC_047994.1
NC_047995,Phage,0.963446140289306,NC_047995.1,Phage,0.961154341697693,NC_047995.1
NC_047996,Phage,0.948405742645263,NC_047996.1,Phage,0.941102623939514,NC_047996.1
NC_047997,Phage,0.998490869998931,NC_047997.1,Phage,0.998619616031647,NC_047997.1
NC_047998,Phage,0.942764222621917,NC_047998.1,Phage,0.979298055171967,NC_047998.1
NC_048002,Phage,0.990752100944519,NC_048002.1,Phage,0.999940395355225,NC_048002.1
NC_048003,Phage,0.865050137042999,NC_048003.1,Phage,0.829898297786713,NC_048003.1
NC_048004,Phage,0.999150693416595,NC_048004.1,Phage,0.999991714954376,NC_048004.1
NC_048005,Phage,0.960086226463317,NC_048005.1,Phage,0.969863772392273,NC_048005.1
NC_048006,Phage,0.969105541706085,NC_048006.1,Phage,0.943495988845825,NC_048006.1
NC_048007,Phage,0.962303280830383,NC_048007.1,Phage,0.956969499588013,NC_048007.1
NC_048008,Phage,0.951573431491851,NC_048008.1,Phage,0.947447597980499,NC_048008.1
NC_048009,Phage,0.939741015434265,NC_048009.1,Phage,0.92057728767395,NC_048009.1
NC_048010,Phage,0.945969879627227,NC_048010.1,Phage,0.992005050182342,NC_048010.1
NC_048011,Phage,0.969105541706085,NC_048011.1,Phage,0.943495988845825,NC_048011.1
NC_048012,Phage,0.95644199848175,NC_048012.1,Phage,0.947158694267273,NC_048012.1
NC_048013,Phage,0.942412137985229,NC_048013.1,Phage,0.929926097393036,NC_048013.1
NC_048014,Phage,0.999563574790954,NC_048014.1,Phage,0.999980330467224,NC_048014.1
NC_048015,Phage,0.972124993801116,NC_048015.1,Phage,0.958752155303955,NC_048015.1
NC_048016,Phage,0.906506657600402,NC_048016.1,Phage,0.869310855865479,NC_048016.1
NC_048017,Phage,0.959816336631774,NC_048017.1,Phage,0.957668960094452,NC_048017.1
NC_048018,Phage,0.881406486034393,NC_048018.1,Phage,0.868496179580689,NC_048018.1
NC_048019,Phage,0.816962778568267,NC_048019.1,Phage,0.959110081195831,NC_048019.1
NC_048020,Phage,0.97883141040802,NC_048020.1,Phage,0.975688457489014,NC_048020.1
NC_048021,Phage,0.822989642620086,NC_048021.1,Phage,0.887933552265167,NC_048021.1
NC_048022,Phage,0.942608058452606,NC_048022.1,Phage,0.865786492824554,NC_048022.1
NC_048023,Phage,0.99957400560379,NC_048023.1,Phage,0.999942123889923,NC_048023.1
NC_048024,Phage,0.95342868566513,NC_048024.1,Phage,0.935361444950104,NC_048024.1
NC_048025,Phage,0.999457657337188,NC_048025.1,Phage,0.9998978972435,NC_048025.1
NC_048026,Phage,0.980127453804016,NC_048026.1,Phage,0.935533106327057,NC_048026.1
NC_048027,Phage,0.946595251560211,NC_048027.1,Phage,0.939633786678314,NC_048027.1
NC_048028,Phage,0.957691490650177,NC_048028.1,Phage,0.945537149906158,NC_048028.1
NC_048029,Phage,0.907024621963501,NC_048029.1,Phage,0.935539245605469,NC_048029.1
NC_048035,Phage,0.984787940979003,NC_048035.1,Phage,0.996253728866577,NC_048035.1
NC_048036,Phage,0.999106645584106,NC_048036.1,Phage,0.997012853622436,NC_048036.1
NC_048038,Phage,0.950912296772003,NC_048038.1,Phage,0.987522602081299,NC_048038.1
NC_048039,Phage,0.862904846668243,NC_048039.1,Phage,0.926172256469727,NC_048039.1
NC_048040,Phage,0.919674336910247,NC_048040.1,Phage,0.885574460029602,NC_048040.1
NC_048041,Phage,0.98310649394989,NC_048041.1,Phage,0.972121119499206,NC_048041.1
NC_048042,Phage,0.964680671691894,NC_048042.1,Phage,0.917535960674286,NC_048042.1
NC_048043,Phage,0.964218318462371,NC_048043.1,Phage,0.987478971481323,NC_048043.1
NC_048044,Phage,0.947716891765594,NC_048044.1,Phage,0.93439769744873,NC_048044.1
NC_048045,Phage,0.937897980213165,NC_048045.1,Phage,0.937264859676361,NC_048045.1
NC_048046,Phage,0.855253219604492,NC_048046.1,Phage,0.898273468017578,NC_048046.1
NC_048047,Phage,0.907412230968475,NC_048047.1,Phage,0.937486290931702,NC_048047.1
NC_048048,Phage,0.912345647811889,NC_048048.1,Phage,0.919752776622772,NC_048048.2
NC_048049,Phage,0.936423301696777,NC_048049.1,Phage,0.959386229515076,NC_048049.1
NC_048052,Phage,0.999636530876159,NC_048052.1,Phage,0.999988794326782,NC_048052.1
NC_048053,Phage,0.879776954650878,NC_048053.1,Phage,0.888951182365418,NC_048053.1
NC_048054,Phage,0.947370469570159,NC_048054.1,Phage,0.964996337890625,NC_048054.1
NC_048055,Phage,0.970834553241729,NC_048055.1,Phage,0.916682481765747,NC_048055.1
NC_048056,Phage,0.99936956167221,NC_048056.1,Phage,0.962018370628357,NC_048056.1
NC_048057,Phage,0.999671578407287,NC_048057.1,Phage,0.999872863292694,NC_048057.1
NC_048058,Phage,0.996909737586975,NC_048058.1,Phage,0.998936474323273,NC_048058.1
NC_048059,Phage,0.999717056751251,NC_048059.1,Phage,0.999924004077911,NC_048059.1
NC_048060,Phage,0.999723315238952,NC_048060.1,Phage,0.999972641468048,NC_048060.1
NC_048061,Phage,0.994307875633239,NC_048061.1,Phage,0.999996244907379,NC_048061.1
NC_048062,Phage,0.964665591716766,NC_048062.1,Phage,0.967552483081818,NC_048062.1
NC_048063,Phage,0.998464167118072,NC_048063.1,Phage,0.999982416629791,NC_048063.1
NC_048064,Phage,0.998340308666229,NC_048064.1,Phage,0.957977652549744,NC_048064.1
NC_048065,Phage,0.961655497550964,NC_048065.1,Phage,0.95392107963562,NC_048065.1
NC_048067,Phage,0.865623116493225,NC_048067.1,Phage,0.978083312511444,NC_048067.1
NC_048068,Phage,0.789799094200134,NC_048068.1,Phage,0.804164528846741,NC_048068.1
NC_048069,Phage,0.828476309776306,NC_048069.1,Phage,0.787488102912903,NC_048069.1
NC_048070,Phage,0.608268439769744,NC_048070.1,Phage,0.70053243637085,NC_048070.1
NC_048071,Phage,0.999652445316314,NC_048071.1,Phage,0.99997615814209,NC_048071.1
NC_048072,Phage,0.941621899604797,NC_048072.1,Phage,0.889411568641663,NC_048072.1
NC_048073,Phage,0.916630327701568,NC_048073.1,Phage,0.964522004127502,NC_048073.1
NC_048074,Phage,0.963825821876525,NC_048074.1,Phage,0.951836049556732,NC_048074.1
NC_048075,Phage,0.949128150939941,NC_048075.1,Phage,0.915920734405518,NC_048075.1
NC_048076,Phage,0.997975409030914,NC_048076.1,Phage,0.999263823032379,NC_048076.1
NC_048077,Phage,0.921267688274383,NC_048077.1,Phage,0.935330867767334,NC_048077.1
NC_048078,Phage,0.999786674976348,NC_048078.1,Phage,0.999993622303009,NC_048078.1
NC_048079,Phage,0.999195575714111,NC_048079.1,Phage,0.998819231987,NC_048079.1
NC_048080,Phage,0.962178111076355,NC_048080.1,Phage,0.967032492160797,NC_048080.1
NC_048081,Phage,0.999139249324798,NC_048081.1,Phage,0.973358690738678,NC_048081.1
NC_048082,Phage,0.999648451805114,NC_048082.1,Phage,0.999948680400848,NC_048082.1
NC_048083,Phage,0.823889732360839,NC_048083.1,Phage,0.856848120689392,NC_048083.1
NC_048084,Phage,0.943755090236663,NC_048084.1,Phage,0.967096388339996,NC_048084.1
NC_048085,Phage,0.947711825370788,NC_048085.1,Phage,0.96181046962738,NC_048085.1
NC_048086,Phage,0.962158560752868,NC_048086.1,Phage,0.927628755569458,NC_048086.1
NC_048087,Phage,0.96058177947998,NC_048087.1,Phage,0.943100452423096,NC_048087.1
NC_048088,Phage,0.86774069070816,NC_048088.1,Phage,0.946932673454285,NC_048088.1
NC_048089,Phage,0.954696118831634,NC_048089.1,Phage,0.99006462097168,NC_048089.1
NC_048090,Phage,0.952397465705871,NC_048090.1,Phage,0.923311352729797,NC_048090.1
NC_048091,Phage,0.910615861415863,NC_048091.1,Phage,0.911617755889893,NC_048091.1
NC_048092,Phage,0.919013619422912,NC_048092.1,Phage,0.874511957168579,NC_048092.1
NC_048093,Phage,0.992976903915405,NC_048093.1,Phage,0.956830680370331,NC_048093.1
NC_048094,Phage,0.91686737537384,NC_048094.1,Phage,0.888130187988281,NC_048094.1
NC_048095,Phage,0.904184341430664,NC_048095.1,Phage,0.957834243774414,NC_048095.1
NC_048096,Phage,0.85535842180252,NC_048096.1,Phage,0.860879004001617,NC_048096.1
NC_048097,Phage,0.939615964889526,NC_048097.1,Phage,0.937104046344757,NC_048097.1
NC_048098,Phage,0.933979988098144,NC_048098.1,Phage,0.98319685459137,NC_048098.1
NC_048099,Phage,0.915962994098663,NC_048099.1,Phage,0.967704772949219,NC_048099.1
NC_048100,Phage,0.900362193584442,NC_048100.1,Phage,0.969569504261017,NC_048100.1
NC_048101,Phage,0.982089221477508,NC_048101.1,Phage,0.990245878696442,NC_048101.1
NC_048103,Phage,0.998734354972839,NC_048103.1,Phage,0.96621960401535,NC_048103.1
NC_048105,Phage,0.989794373512268,NC_048105.1,Phage,0.999991595745087,NC_048105.1
NC_048106,Phage,0.934788286685943,NC_048106.1,Phage,0.937252819538116,NC_048106.1
NC_048107,Phage,0.618610143661499,NC_048107.1,Phage,0.85149472951889,NC_048107.1
NC_048108,Phage,0.999506950378418,NC_048108.1,Phage,0.999992370605469,NC_048108.1
NC_048109,Phage,0.524368107318878,NC_048109.1,Bacteria,0.464875489473343,NC_048109.1
NC_048110,Phage,0.972818553447723,NC_048110.1,Phage,0.960432112216949,NC_048110.1
NC_048111,Phage,0.999039411544799,NC_048111.1,Phage,0.999767124652862,NC_048111.1
NC_048112,Phage,0.911993026733398,NC_048112.1,Phage,0.92551052570343,NC_048112.1
NC_048113,Phage,0.955184757709503,NC_048113.1,Phage,0.981347024440765,NC_048113.1
NC_048114,Phage,0.999642372131347,NC_048114.1,Phage,0.999879717826843,NC_048114.1
NC_048115,Phage,0.987520456314086,NC_048115.1,Phage,0.956339061260223,NC_048115.1
NC_048116,Phage,0.999199986457824,NC_048116.1,Phage,0.999974489212036,NC_048116.1
NC_048117,Phage,0.999370098114013,NC_048117.1,Phage,0.965511679649353,NC_048117.1
NC_048118,Phage,0.998737454414367,NC_048118.1,Phage,0.999964118003845,NC_048118.1
NC_048119,Phage,0.996098160743713,NC_048119.1,Phage,0.997575998306274,NC_048119.1
NC_048120,Phage,0.989356815814971,NC_048120.1,Phage,0.999950647354126,NC_048120.1
NC_048126,Phage,0.940768837928772,NC_048126.1,Phage,0.92821878194809,NC_048126.1
NC_048129,Phage,0.981096804141998,NC_048129.1,Phage,0.999981701374054,NC_048129.1
NC_048130,Phage,0.999569535255432,NC_048130.1,Phage,0.999983906745911,NC_048130.1
NC_048131,Phage,0.993366658687591,NC_048131.1,Phage,0.99154543876648,NC_048131.1
NC_048132,Phage,0.955442667007446,NC_048132.1,Phage,0.960770130157471,NC_048132.1
NC_048133,Phage,0.991791069507598,NC_048133.1,Phage,0.9923375248909,NC_048133.1
NC_048134,Phage,0.961238503456115,NC_048134.1,Phage,0.937300860881805,NC_048134.1
NC_048135,Phage,0.998742461204528,NC_048135.1,Phage,0.999750256538391,NC_048135.1
NC_048136,Phage,0.999721527099609,NC_048136.1,Phage,0.999995827674866,NC_048136.1
NC_048137,Phage,0.949228167533874,NC_048137.1,Phage,0.955272853374481,NC_048137.1
NC_048138,Phage,0.999465644359588,NC_048138.1,Phage,0.999887228012085,NC_048138.1
NC_048139,Phage,0.934349715709686,NC_048139.1,Phage,0.940463423728943,NC_048139.1
NC_048140,Phage,0.872623264789581,NC_048140.1,Phage,0.996082603931427,NC_048140.1
NC_048141,Phage,0.883637964725494,NC_048141.1,Phage,0.91633939743042,NC_048141.1
NC_048142,Phage,0.983676373958587,NC_048142.1,Phage,0.999947607517242,NC_048142.1
NC_048143,Phage,0.95980167388916,NC_048143.1,Phage,0.921923995018005,NC_048143.1
NC_048144,Phage,0.991137266159057,NC_048144.1,Phage,0.999989748001099,NC_048144.1
NC_048145,Phage,0.97414231300354,NC_048145.1,Phage,0.95520669221878,NC_048145.1
NC_048146,Phage,0.869077384471893,NC_048146.1,Phage,0.924613833427429,NC_048146.1
NC_048147,Phage,0.775652766227722,NC_048147.1,Phage,0.850664258003235,NC_048147.1
NC_048148,Phage,0.99372774362564,NC_048148.1,Phage,0.999989330768585,NC_048148.1
NC_048149,Phage,0.952417194843292,NC_048149.1,Phage,0.968848288059235,NC_048149.1
NC_048150,Phage,0.919524013996124,NC_048150.1,Phage,0.910000801086426,NC_048150.1
NC_048151,Phage,0.980365216732025,NC_048151.1,Phage,0.951185524463654,NC_048151.1
NC_048152,Phage,0.975774705410003,NC_048152.1,Phage,0.93212890625,NC_048152.1
NC_048153,Phage,0.877920925617218,NC_048153.1,Phage,0.958734512329102,NC_048153.1
NC_048154,Phage,0.938824951648712,NC_048154.1,Phage,0.928232669830322,NC_048154.1
NC_048155,Phage,0.901922225952148,NC_048155.1,Phage,0.925197303295136,NC_048155.1
NC_048159,Phage,0.805792510509491,NC_048159.1,Phage,0.768645107746124,NC_048159.1
NC_048161,Phage,0.999722301959991,NC_048161.1,Phage,0.999910473823547,NC_048161.1
NC_048162,Phage,0.960421502590179,NC_048162.1,Phage,0.949887812137604,NC_048162.1
NC_048163,Phage,0.999608397483825,NC_048163.1,Phage,0.999987304210663,NC_048163.1
NC_048165,Phage,0.936537384986877,NC_048165.1,Phage,0.945819079875946,NC_048165.1
NC_048166,Phage,0.550315201282501,NC_048166.1,Phage,0.521090984344482,NC_048166.1
NC_048167,Phage,0.998138487339019,NC_048167.1,Phage,0.999580919742584,NC_048167.1
NC_048168,Phage,0.997874975204467,NC_048168.1,Phage,0.997080206871033,NC_048168.1
NC_048169,Phage,0.925871729850769,NC_048169.1,Phage,0.976575493812561,NC_048169.1
NC_048170,Phage,0.855616450309753,NC_048170.1,Phage,0.839500784873962,NC_048170.1
NC_048171,Phage,0.959802627563476,NC_048171.1,Phage,0.94283252954483,NC_048171.1
NC_048172,Phage,0.976836621761322,NC_048172.1,Phage,0.999658167362213,NC_048172.1
NC_048173,Phage,0.932340085506439,NC_048173.1,Phage,0.943655669689178,NC_048173.1
NC_048174,Phage,0.994324862957,NC_048174.1,Phage,0.999517261981964,NC_048174.1
NC_048175,Phage,0.999378502368927,NC_048175.1,Phage,0.999926149845123,NC_048175.1
NC_048176,Phage,0.890860676765441,NC_048176.1,Phage,0.917356252670288,NC_048176.1
NC_048177,Phage,0.992573201656341,NC_048177.1,Phage,0.999686479568481,NC_048177.1
NC_048178,Phage,0.928344011306762,NC_048178.1,Phage,0.974943816661835,NC_048178.1
NC_048179,Phage,0.943085134029388,NC_048179.1,Phage,0.998762488365173,NC_048179.1
NC_048180,Phage,0.98764282464981,NC_048180.1,Phage,0.99587494134903,NC_048180.1
NC_048181,Phage,0.949022412300109,NC_048181.1,Phage,0.902701914310455,NC_048181.1
NC_048182,Phage,0.931713104248046,NC_048182.1,Phage,0.918411016464233,NC_048182.1
NC_048184,Phage,0.961451232433319,NC_048184.1,Phage,0.892663359642029,NC_048184.1
NC_048185,Phage,0.877864062786102,NC_048185.1,Phage,0.95689845085144,NC_048185.1
NC_048186,Phage,0.946059584617614,NC_048186.1,Phage,0.953803896903992,NC_048186.1
NC_048187,Phage,0.983067274093627,NC_048187.1,Phage,0.959254086017609,NC_048187.1
NC_048188,Phage,0.987875044345855,NC_048188.1,Phage,0.941880226135254,NC_048188.1
NC_048189,Phage,0.984918653964996,NC_048189.1,Phage,0.95126610994339,NC_048189.1
NC_048190,Phage,0.983775317668914,NC_048190.1,Phage,0.970977783203125,NC_048190.1
NC_048191,Phage,0.977800667285919,NC_048191.1,Phage,0.924820303916931,NC_048191.1
NC_048192,Phage,0.923076152801513,NC_048192.1,Phage,0.985415756702423,NC_048192.1
NC_048193,Phage,0.942778348922729,NC_048193.1,Phage,0.970562875270844,NC_048193.1
NC_048194,Phage,0.930259943008422,NC_048194.1,Phage,0.962107717990875,NC_048194.1
NC_048195,Phage,0.942014276981353,NC_048195.1,Phage,0.887693107128143,NC_048195.1
NC_048196,Phage,0.899735033512115,NC_048196.1,Phage,0.920115351676941,NC_048196.1
NC_048197,Phage,0.81352162361145,NC_048197.1,Phage,0.908219337463379,NC_048197.1
NC_048198,Phage,0.828043699264526,NC_048198.1,Phage,0.884261131286621,NC_048198.1
NC_048207,Phage,0.939241886138916,NC_048207.1,Phage,0.98538088798523,NC_048207.1
NC_048208,Phage,0.969149231910705,NC_048208.1,Phage,0.952532351016998,NC_048208.1
NC_048624,Phage,0.930514097213745,NC_048624.1,Phage,0.923985481262207,NC_048624.1
NC_048625,Phage,0.649475574493408,NC_048625.1,Phage,0.956905722618103,NC_048625.1
NC_048626,Phage,0.925797879695892,NC_048626.1,Phage,0.932778537273407,NC_048626.1
NC_048627,Phage,0.93825739622116,NC_048627.1,Phage,0.939177393913269,NC_048627.1
NC_048628,Phage,0.688983678817749,NC_048628.1,Phage,0.863644063472748,NC_048628.1
NC_048629,Phage,0.905531644821167,NC_048629.1,Phage,0.87836217880249,NC_048629.1
NC_048630,Phage,0.993193328380584,NC_048630.1,Phage,0.966633081436157,NC_048630.1
NC_048631,Phage,0.752328038215637,NC_048631.1,Phage,0.881466031074524,NC_048631.1
NC_048632,Phage,0.9502734541893,NC_048632.1,Phage,0.952808797359467,NC_048632.1
NC_048634,Phage,0.896954476833343,NC_048634.1,Phage,0.985296070575714,NC_048634.1
NC_048635,Phage,0.957040190696716,NC_048635.1,Phage,0.978721082210541,NC_048635.1
NC_048636,Phage,0.953487813472747,NC_048636.1,Phage,0.986263394355774,NC_048636.1
NC_048637,Phage,0.900977432727813,NC_048637.1,Phage,0.856249749660492,NC_048637.1
NC_048638,Phage,0.960704147815704,NC_048638.1,Phage,0.960419356822968,NC_048638.1
NC_048639,Phage,0.960561275482177,NC_048639.1,Phage,0.946441233158112,NC_048639.1
NC_048640,Phage,0.629986703395843,NC_048640.1,Phage,0.708417236804962,NC_048640.1
NC_048641,Phage,0.674678266048431,NC_048641.1,Phage,0.670344829559326,NC_048641.1
NC_048642,Phage,0.95683616399765,NC_048642.1,Phage,0.923403143882751,NC_048642.1
NC_048643,Phage,0.958851635456085,NC_048643.1,Phage,0.972112894058228,NC_048643.1
NC_048644,Phage,0.687386333942413,NC_048644.1,Phage,0.924052476882935,NC_048644.1
NC_048645,Phage,0.976320743560791,NC_048645.1,Phage,0.9676393866539,NC_048645.1
NC_048646,Phage,0.968937456607818,NC_048646.1,Phage,0.989733934402466,NC_048646.1
NC_048648,Phage,0.960182309150695,NC_048648.1,Phage,0.940920293331146,NC_048648.1
NC_048649,Phage,0.922163069248199,NC_048649.1,Phage,0.957195162773132,NC_048649.1
NC_048650,Phage,0.952883183956146,NC_048650.1,Phage,0.949667036533356,NC_048650.1
NC_048651,Phage,0.735492646694183,NC_048651.1,Phage,0.946895003318787,NC_048651.1
NC_048652,Phage,0.966351509094238,NC_048652.1,Phage,0.960725367069244,NC_048652.1
NC_048653,Phage,0.932012498378753,NC_048653.1,Phage,0.952316701412201,NC_048653.1
NC_048654,Phage,0.924928665161132,NC_048654.1,Phage,0.963815152645111,NC_048654.1
NC_048655,Phage,0.970197021961212,NC_048655.1,Phage,0.975987613201141,NC_048655.1
NC_048656,Phage,0.908290147781372,NC_048656.1,Phage,0.907612204551697,NC_048656.1
NC_048657,Phage,0.871209383010864,NC_048657.1,Phage,0.865549862384796,NC_048657.1
NC_048658,Phage,0.937281668186187,NC_048658.1,Phage,0.9483323097229,NC_048658.1
NC_048659,Phage,0.896104335784912,NC_048659.1,Phage,0.863222301006317,NC_048659.1
NC_048660,Phage,0.967559933662414,NC_048660.1,Phage,0.960214555263519,NC_048660.1
NC_048661,Phage,0.934024691581726,NC_048661.1,Phage,0.914424479007721,NC_048661.1
NC_048662,Phage,0.916072726249694,NC_048662.1,Phage,0.953883707523346,NC_048662.1
NC_048663,Phage,0.957687675952911,NC_048663.1,Phage,0.955027997493744,NC_048663.1
NC_048664,Phage,0.890526294708252,NC_048664.1,Phage,0.897968292236328,NC_048664.1
NC_048665,Phage,0.941953241825103,NC_048665.1,Phage,0.990057051181793,NC_048665.1
NC_048667,Phage,0.902947545051574,NC_048667.1,Phage,0.84073531627655,NC_048667.1
NC_048668,Phage,0.968958377838134,NC_048668.1,Phage,0.949885308742523,NC_048668.1
NC_048669,Phage,0.936850666999816,NC_048669.1,Phage,0.931530952453613,NC_048669.1
NC_048670,Phage,0.868598818778991,NC_048670.1,Phage,0.8940749168396,NC_048670.1
NC_048671,Phage,0.985085904598236,NC_048671.1,Phage,0.961446642875671,NC_048671.1
NC_048672,Phage,0.995571374893188,NC_048672.1,Phage,0.969850897789001,NC_048672.1
NC_048673,Phage,0.966382324695587,NC_048673.1,Phage,0.983051598072052,NC_048673.1
NC_048675,Phage,0.8861825466156,NC_048675.1,Phage,0.955195069313049,NC_048675.1
NC_048676,Phage,0.888839542865753,NC_048676.1,Phage,0.869739592075348,NC_048676.1
NC_048677,Phage,0.84668481349945,NC_048677.1,Phage,0.827244639396668,NC_048677.1
NC_048678,Phage,0.932579338550567,NC_048678.1,Phage,0.912827849388123,NC_048678.1
NC_048679,Phage,0.931743860244751,NC_048679.1,Phage,0.928471386432648,NC_048679.1
NC_048680,Phage,0.905635297298431,NC_048680.1,Phage,0.81634384393692,NC_048680.1
NC_048681,Phage,0.902358710765838,NC_048681.1,Phage,0.979253649711609,NC_048681.1
NC_048682,Phage,0.935079991817474,NC_048682.1,Phage,0.930185317993164,NC_048682.1
NC_048683,Phage,0.948698878288269,NC_048683.1,Phage,0.965828835964203,NC_048683.1
NC_048684,Phage,0.937279522418975,NC_048684.1,Phage,0.963466882705688,NC_048684.1
NC_048685,Phage,0.983872234821319,NC_048685.1,Phage,0.952987194061279,NC_048685.1
NC_048686,Phage,0.989476919174194,NC_048686.1,Phage,0.949316680431366,NC_048686.1
NC_048687,Phage,0.885404288768768,NC_048687.1,Phage,0.882072925567627,NC_048687.1
NC_048688,Phage,0.763961017131805,NC_048688.1,Phage,0.90047949552536,NC_048688.1
NC_048689,Phage,0.821195840835571,NC_048689.1,Phage,0.925343930721283,NC_048689.1
NC_048690,Phage,0.834433078765869,NC_048690.1,Phage,0.921846151351929,NC_048690.1
NC_048691,Phage,0.823002219200134,NC_048691.1,Phage,0.958029091358185,NC_048691.1
NC_048692,Phage,0.839057564735412,NC_048692.1,Phage,0.930501699447632,NC_048692.1
NC_048693,Phage,0.773318707942962,NC_048693.1,Phage,0.684504508972168,NC_048693.1
NC_048694,Phage,0.948292851448059,NC_048694.1,Phage,0.971803724765778,NC_048694.1
NC_048695,Phage,0.953134655952453,NC_048695.1,Phage,0.939621984958649,NC_048695.1
NC_048696,Phage,0.95721423625946,NC_048696.1,Phage,0.970993459224701,NC_048696.1
NC_048697,Phage,0.957918524742126,NC_048697.1,Phage,0.990797519683838,NC_048697.1
NC_048698,Phage,0.906675040721893,NC_048698.1,Phage,0.87669163942337,NC_048698.1
NC_048699,Phage,0.904386520385742,NC_048699.1,Phage,0.91184788942337,NC_048699.1
NC_048700,Phage,0.990741729736328,NC_048700.1,Phage,0.994742393493652,NC_048700.1
NC_048701,Phage,0.602772772312164,NC_048701.1,Phage,0.863787591457367,NC_048701.1
NC_048702,Phage,0.923709511756897,NC_048702.1,Phage,0.926555037498474,NC_048702.1
NC_048703,Phage,0.977030932903289,NC_048703.1,Phage,0.957403540611267,NC_048703.1
NC_048704,Phage,0.899089753627777,NC_048704.1,Phage,0.911033093929291,NC_048704.1
NC_048705,Phage,0.87091064453125,NC_048705.1,Phage,0.955565929412842,NC_048705.1
NC_048706,Phage,0.96430492401123,NC_048706.1,Phage,0.945944607257843,NC_048706.1
NC_048707,Phage,0.993672370910644,NC_048707.1,Phage,0.862401187419891,NC_048707.1
NC_048708,Phage,0.952841341495513,NC_048708.1,Phage,0.935389995574951,NC_048708.1
NC_048709,Phage,0.983512461185455,NC_048709.1,Phage,0.985544800758362,NC_048709.1
NC_048710,Phage,0.909949123859405,NC_048710.1,Phage,0.873832106590271,NC_048710.1
NC_048711,Phage,0.88526976108551,NC_048711.1,Phage,0.928598940372467,NC_048711.1
NC_048712,Phage,0.915129423141479,NC_048712.1,Phage,0.999604642391205,NC_048712.1
NC_048713,Phage,0.883266448974609,NC_048713.1,Phage,0.928398668766022,NC_048713.1
NC_048714,Phage,0.813653349876403,NC_048714.1,Phage,0.907438695430756,NC_048714.1
NC_048715,Phage,0.833836138248443,NC_048715.1,Phage,0.944290041923523,NC_048715.1
NC_048716,Phage,0.870354175567627,NC_048716.1,Phage,0.959237933158874,NC_048716.1
NC_048717,Phage,0.838934600353241,NC_048717.1,Phage,0.919348895549774,NC_048717.1
NC_048718,Phage,0.82660037279129,NC_048718.1,Phage,0.979545593261719,NC_048718.1
NC_048719,Phage,0.986570656299591,NC_048719.1,Phage,0.986274898052216,NC_048719.1
NC_048720,Phage,0.985781371593475,NC_048720.1,Phage,0.9883833527565,NC_048720.1
NC_048721,Phage,0.97364205121994,NC_048721.1,Phage,0.971866190433502,NC_048721.1
NC_048722,Phage,0.975877285003662,NC_048722.1,Phage,0.982877254486084,NC_048722.1
NC_048723,Phage,0.980131328105926,NC_048723.1,Phage,0.990156650543213,NC_048723.1
NC_048724,Phage,0.982040762901306,NC_048724.1,Phage,0.975869178771973,NC_048724.1
NC_048725,Phage,0.919076561927795,NC_048725.1,Phage,0.923504292964935,NC_048725.1
NC_048726,Phage,0.971421718597412,NC_048726.1,Phage,0.983538687229156,NC_048726.1
NC_048727,Phage,0.953131258487701,NC_048727.1,Phage,0.945988893508911,NC_048727.1
NC_048728,Phage,0.989001631736755,NC_048728.1,Phage,0.992787837982178,NC_048728.1
NC_048729,Phage,0.880972385406494,NC_048729.1,Phage,0.928111970424652,NC_048729.1
NC_048730,Phage,0.97664201259613,NC_048730.1,Phage,0.986357808113098,NC_048730.1
NC_048731,Phage,0.953270494937896,NC_048731.1,Phage,0.936587512493134,NC_048731.1
NC_048732,Phage,0.833464980125427,NC_048732.1,Phage,0.753371894359589,NC_048732.1
NC_048733,Phage,0.965978920459747,NC_048733.1,Phage,0.920448958873749,NC_048733.1
NC_048734,Phage,0.925248086452484,NC_048734.1,Phage,0.897501051425934,NC_048734.1
NC_048735,Phage,0.99891173839569,NC_048735.1,Phage,0.977668464183807,NC_048735.1
NC_048736,Phage,0.952631831169128,NC_048736.1,Phage,0.967888593673706,NC_048736.1
NC_048737,Phage,0.89760011434555,NC_048737.1,Phage,0.90377277135849,NC_048737.1
NC_048738,Phage,0.964687526226043,NC_048738.1,Phage,0.997706353664398,NC_048738.1
NC_048739,Phage,0.695068717002868,NC_048739.1,Phage,0.66931825876236,NC_048739.1
NC_048740,Phage,0.86061030626297,NC_048740.1,Phage,0.995250403881073,NC_048740.1
NC_048741,Phage,0.888327181339263,NC_048741.1,Phage,0.93775349855423,NC_048741.1
NC_048742,Phage,0.987368047237396,NC_048742.1,Phage,0.989142417907715,NC_048742.1
NC_048743,Phage,0.890902876853942,NC_048743.1,Phage,0.808429718017578,NC_048743.1
NC_048744,Phage,0.891961872577667,NC_048744.1,Phage,0.928205251693726,NC_048744.1
NC_048745,Phage,0.936166167259216,NC_048745.1,Phage,0.968110024929047,NC_048745.1
NC_048746,Phage,0.945816218852996,NC_048746.1,Phage,0.931961238384247,NC_048746.1
NC_048747,Phage,0.965597867965698,NC_048747.1,Phage,0.962104380130768,NC_048747.1
NC_048748,Phage,0.945268809795379,NC_048748.1,Phage,0.92538183927536,NC_048748.1
NC_048749,Phage,0.974278330802917,NC_048749.1,Phage,0.987678706645966,NC_048749.1
NC_048750,Phage,0.990044772624969,NC_048750.1,Phage,0.977736711502075,NC_048750.1
